id,year,month,price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,grade,sqft_above,sqft_basement,yr_built,yr_renovated,zipcode,sqft_living15,sqft_lot15,price_gte_500K
4217401195,2015,3,920000,5,2.25,2730,6000,1.5,0,0,3,8,2130,600,1927,0,98105,2730,6000,1
9822700295,2014,5,885000,4,2.5,2830,5000,2,0,0,3,9,2830,0,1995,0,98105,1950,5000,1
9478500640,2014,8,292500,4,2.5,2250,4495,2,0,0,3,7,2250,0,2008,0,98042,2250,4500,0
2799800710,2015,4,301000,3,2.5,2420,4750,2,0,0,3,8,2420,0,2003,0,98042,2690,4750,0
7922800400,2014,8,951000,5,3.25,3250,14342,2,0,4,4,8,3250,0,1968,0,98008,2960,11044,1
8079040320,2015,2,430000,4,3,1850,9976,2,0,0,3,8,1850,0,1991,0,98059,2270,8542,0
1516000055,2014,12,650000,3,2.25,2150,21235,1,0,3,4,8,1590,560,1959,0,98166,2570,18900,1
9558200045,2014,8,289000,3,1.75,1260,8400,1,0,0,3,7,1260,0,1954,0,98148,1290,8750,0
5072410070,2014,10,505000,3,1.75,2519,8690,2,0,0,5,8,2519,0,1973,0,98166,2500,9500,1
9528102996,2014,12,549000,3,1.75,1540,1044,3,0,0,3,8,1540,0,2014,0,98115,1580,3090,1
1189001180,2014,6,425000,3,2.25,1660,6000,1,0,0,3,7,1110,550,1979,0,98122,1440,4080,0
3253500160,2014,11,317625,3,2.75,2770,3809,1.5,0,0,5,7,1770,1000,1925,0,98144,1440,4000,0
3394100030,2014,9,975000,4,2.5,2720,11049,2,0,0,3,10,2720,0,1989,0,98004,2750,11049,1
3717000160,2014,10,287000,4,2.5,2240,4648,2,0,0,3,7,2240,0,2005,0,98001,2221,4557,0
1274500060,2014,8,204000,3,1,1000,12070,1,0,0,4,7,1000,0,1968,0,98042,1010,12635,0
1802000060,2014,6,1325000,5,2.25,3200,20158,1,0,0,3,8,1600,1600,1965,0,98004,3390,20158,1
1525059190,2014,9,1040000,5,3.25,4770,50094,1,0,0,4,11,3070,1700,1973,0,98005,3530,38917,1
1049000060,2015,1,325000,3,2,1260,5612,1,0,0,4,7,1260,0,1972,0,98034,1640,4745,0
8820901275,2014,6,571000,4,2,2750,7807,1.5,0,0,5,7,2250,500,1916,0,98125,1510,7807,1
5416510140,2014,7,360000,4,2.5,2380,5000,2,0,0,3,8,2380,0,2005,0,98038,2420,5000,0
3444100400,2015,3,349000,3,1.75,1790,50529,1,0,0,5,7,1090,700,1965,0,98042,1940,50529,0
3276920270,2014,11,832500,4,4,3430,35102,2,0,0,4,10,2390,1040,1986,0,98075,3240,35020,1
4036801170,2014,10,380000,4,1.75,1760,7300,1,0,0,3,7,880,880,1956,0,98008,1680,7500,0
2391600320,2015,4,480000,3,1,1040,5060,1,0,0,3,7,1040,0,1941,0,98116,890,5060,0
6300000287,2014,6,410000,3,1,1410,5060,1,0,0,4,7,910,500,1956,0,98133,1130,5693,0
1531000030,2015,3,720000,4,2.5,3450,39683,2,0,0,3,10,3450,0,2002,0,98010,3350,39750,1
5104520400,2014,12,390000,3,2.5,2350,5100,2,0,0,3,8,2350,0,2003,0,98038,2350,5363,0
7437100340,2014,12,360000,4,2.5,1900,5889,2,0,0,3,7,1900,0,1992,0,98038,1870,6405,0
9418400240,2014,10,355000,2,1,2020,6720,1,0,0,3,7,1010,1010,1948,0,98118,1720,6720,0
1523059105,2015,1,356000,3,1.5,1680,8712,1,0,0,3,8,1680,0,1964,0,98059,1850,8797,0
1133000671,2014,6,315000,3,1,960,6634,1,0,0,3,6,960,0,1952,0,98125,1570,7203,0
4232902595,2014,11,940000,3,1.5,2140,3600,2,0,0,3,9,1900,240,1925,0,98119,2020,4800,1
2599001200,2014,11,305000,5,2.25,2660,8400,1.5,0,0,5,7,2660,0,1961,0,98092,1590,8165,0
3342103156,2014,6,461000,3,3.25,2770,6278,2,0,0,3,9,1980,790,2006,0,98056,1900,7349,0
1332700270,2014,5,215000,2,2.25,1610,2040,2,0,0,4,7,1610,0,1979,0,98056,1950,2025,0
3869900162,2014,9,335000,2,1.75,1030,1066,2,0,0,3,7,765,265,2006,0,98136,1030,1106,0
2791500270,2014,5,243500,4,2.5,1980,7403,2,0,0,3,7,1980,0,1988,0,98023,1980,7510,0
5036300431,2015,3,1099880,5,2.75,3520,6353,2,0,0,4,10,3520,0,2001,0,98199,2520,6250,1
4168000060,2015,2,153000,3,1,1200,10500,1,0,0,3,7,1200,0,1962,0,98023,1350,10500,0
6021501535,2014,7,430000,3,1.5,1580,5000,1,0,0,3,8,1290,290,1939,0,98117,1570,4500,0
6021501535,2014,12,700000,3,1.5,1580,5000,1,0,0,3,8,1290,290,1939,0,98117,1570,4500,1
1483300570,2014,9,905000,4,2.5,3300,10250,1,0,0,3,7,2390,910,1946,1991,98040,1950,6045,1
3422049190,2015,3,247500,3,1.75,1960,15681,1,0,0,3,7,1960,0,1967,0,98032,1750,15616,0
1099611230,2014,9,199000,4,1.5,1160,6400,1,0,0,4,7,1160,0,1975,0,98023,1160,6400,0
722079104,2014,7,314000,3,1.75,1810,41800,1,0,0,5,7,1210,600,1980,0,98038,1650,135036,0
7338200240,2014,5,437500,3,2.5,2320,36847,2,0,2,3,9,2320,0,1992,0,98045,2550,35065,0
1952200240,2014,6,850830,3,2.5,2070,13241,1.5,0,0,5,9,1270,800,1910,0,98102,2200,4500,1
5200100125,2014,10,555000,3,2,1980,3478,1.5,0,0,4,7,1440,540,1929,0,98117,1610,3478,1
7214720075,2014,12,699950,3,2.25,2190,107593,2,0,0,4,8,2190,0,1983,0,98077,2570,47777,1
2450000295,2014,10,1088000,3,2.5,2920,8113,2,0,0,3,8,2920,0,1950,2010,98004,2370,8113,1
6197800045,2014,9,290000,3,1,1210,33919,1,0,0,3,7,1210,0,1954,0,98058,1640,14910,0
1328310370,2015,4,375000,3,2.5,2340,10005,1,0,0,4,8,1460,880,1978,0,98058,2250,8162,0
546000875,2014,5,460000,3,1,1670,4005,1.5,0,0,4,7,1170,500,1939,0,98117,1240,4005,0
3530510041,2014,7,188500,2,1.75,1240,2493,1,0,0,4,8,1240,0,1985,0,98198,1270,4966,0
1853000400,2015,3,680000,4,2.5,3140,28037,2,0,0,4,10,3140,0,1991,0,98077,2990,35001,1
3134100116,2014,8,470000,5,1.75,2030,12342,2,0,0,4,7,2030,0,1942,0,98052,2500,9433,0
9545230140,2014,7,597750,4,2.5,2310,9624,2,0,0,3,8,2310,0,1984,0,98027,1940,9636,1
3362400511,2015,3,570000,3,1.75,1260,3328,1,0,0,5,6,700,560,1905,0,98103,1380,3536,1
2525310310,2014,9,272500,3,1.75,1540,12600,1,0,0,4,7,1160,380,1980,0,98038,1540,11656,0
6126500060,2014,11,329950,3,1.75,2080,5969,1,0,2,3,7,1080,1000,1971,0,98108,2090,5500,0
8961960160,2014,10,480000,4,2.5,3230,16171,2,0,3,3,9,2520,710,2001,0,98001,2640,8517,0
3626039325,2014,11,740500,3,3.5,4380,6350,2,0,0,3,8,2780,1600,1900,1999,98117,1830,6350,1
3362400431,2014,6,518500,3,3.5,1590,1102,3,0,0,3,8,1590,0,2010,0,98103,1620,3166,1
4060000240,2014,6,205425,2,1,880,6780,1,0,0,4,6,880,0,1945,0,98178,1190,6780,0
3454800060,2015,1,171800,4,2,1570,9600,1,0,0,3,6,1570,0,1950,0,98168,1880,9000,0
1695900060,2015,5,535000,4,1,1610,2982,1.5,0,0,4,7,1610,0,1925,0,98144,1610,4040,1
7278700070,2015,1,660000,3,2.5,2400,6474,1,0,2,3,8,1560,840,1964,0,98177,2340,10856,1
6675500070,2014,11,391500,3,2,1450,9132,1,0,0,3,7,1450,0,1987,0,98034,1580,9104,0
3626039187,2015,4,395000,2,1,770,6000,1,0,0,3,6,770,0,1953,0,98117,1710,6000,0
3524049083,2014,11,445000,4,1.75,2100,4400,1.5,0,0,5,7,1720,380,1924,0,98118,1850,4400,0
3275860240,2014,6,770000,3,2.25,2910,10204,2,0,0,3,9,2910,0,1990,0,98052,2700,13992,1
4389200955,2015,3,1450000,4,2.75,2750,17789,1.5,0,0,3,8,1980,770,1914,1992,98004,3060,11275,1
4058801670,2014,7,445000,3,2.25,2100,8201,1,0,2,3,8,1620,480,1967,0,98178,2660,8712,0
8732020310,2014,7,260000,4,2.25,2160,8811,1,0,0,3,8,1360,800,1978,0,98023,2090,8400,0
2331300505,2014,6,822500,5,3.5,2320,4960,2,0,0,5,7,1720,600,1926,0,98103,1700,4960,1
7853210060,2015,4,430000,4,2.5,2070,4310,2,0,0,3,7,2070,0,2004,0,98065,1970,3748,0
3668000070,2015,1,212000,3,1.75,1060,7875,1,0,0,4,7,1060,0,1986,0,98092,1420,7680,0
9545240070,2015,4,660500,4,2.25,2010,9603,1,0,0,3,8,1440,570,1986,0,98027,2060,9793,1
1243100136,2014,6,784000,3,3.5,3950,111078,1.5,0,0,3,9,2460,1490,1989,0,98052,2480,88500,1
8929000270,2014,5,453246,3,2.5,2010,2287,2,0,0,3,8,1390,620,2014,0,98029,1690,1662,0
2767602356,2015,1,675000,4,3.5,2140,2278,3,0,0,3,9,2140,0,2005,0,98107,1540,2285,1
921049315,2014,8,199000,3,1.75,1320,17390,1,0,0,4,7,1320,0,1956,0,98003,1550,19265,0
3655000070,2014,8,220000,4,1.75,2020,7840,1,0,0,3,7,1010,1010,1968,0,98003,1750,8140,0
4027700812,2014,5,452000,4,2.25,2590,10002,1,0,0,4,8,1340,1250,1968,0,98028,1550,10436,0
3992700335,2014,7,382500,2,1,1190,4440,1,0,0,3,6,1190,0,1981,0,98125,1060,5715,0
2767603505,2014,5,519950,3,2.25,1170,1249,3,0,0,3,8,1170,0,2014,0,98107,1350,1310,1
4232901525,2014,6,665000,2,1,1110,3200,1,0,0,3,7,1110,0,1925,0,98119,1170,3600,1
1777500060,2014,7,527700,5,2.5,2820,9375,1,0,0,4,8,1550,1270,1968,0,98006,2820,9375,1
1432900240,2015,5,205000,3,1,1610,8579,1,0,0,4,7,1010,600,1962,0,98058,1610,8579,0
6140100875,2015,4,420000,3,1,1060,8097,1,0,0,4,7,940,120,1923,0,98133,1560,7940,0
6071600370,2015,2,500000,4,2.25,2030,8517,1,0,0,4,8,1380,650,1961,0,98006,2230,8824,1
1526069017,2014,12,921500,4,2.5,3670,315374,2,0,0,4,9,3670,0,1994,0,98077,2840,87991,1
809001525,2014,6,890000,4,1,2550,4000,2,0,0,3,8,2370,180,1905,0,98109,2200,4000,1
3224079105,2014,8,430000,2,2.5,2420,60984,2,0,0,3,7,2420,0,2007,0,98027,1940,193842,0
8075400570,2014,10,258000,5,2,2260,12500,1,0,0,4,8,1130,1130,1960,0,98032,1360,18000,0
1994200024,2014,11,511000,3,1,1430,3455,1,0,0,3,7,980,450,1947,0,98103,1450,4599,1
3362900810,2014,8,532170,3,2,1360,3090,2,0,0,3,8,1360,0,1990,0,98103,1500,3090,1
1324300398,2015,4,560000,3,1,1110,5000,1.5,0,0,3,7,1110,0,1947,0,98107,1420,5000,1
537000445,2015,3,282950,3,1,1250,8200,1,0,0,4,7,1250,0,1954,0,98003,1680,8633,0
7855801670,2015,4,2250000,4,3.25,5180,19850,2,0,3,3,12,3540,1640,2006,0,98006,3160,9750,1
7920100045,2014,5,350000,1,1,700,5100,1,0,0,3,7,700,0,1942,0,98115,1010,5100,0
8960000030,2014,7,215000,3,1,1180,7669,1,0,0,4,7,1180,0,1967,0,98058,1190,7669,0
6388930390,2014,11,650000,5,3.5,3960,25245,2,0,0,3,9,2500,1460,1996,0,98056,2640,13675,1
8731900200,2014,8,320000,4,2.75,2640,7500,1,0,0,3,8,1620,1020,1967,0,98023,1980,7875,0
8029200135,2014,11,247000,3,2,1270,7198,1.5,0,0,3,7,1270,0,1916,2013,98022,1160,7198,0
1081200350,2014,10,320000,4,1.75,1760,11180,1,0,0,4,8,1760,0,1968,0,98059,1730,11180,0
84000105,2014,5,255000,5,2.25,2060,8632,1,0,0,3,7,1030,1030,1962,0,98146,1010,11680,0
3756500060,2015,3,438000,3,1.75,1780,9660,1,0,0,3,7,1780,0,1962,0,98034,1200,9660,0
7215720160,2015,3,900000,3,2.5,3400,16603,2,0,0,3,10,3400,0,2000,0,98075,3400,12601,1
3574800520,2014,6,441000,3,2.75,1910,7280,1,0,0,3,7,1160,750,1979,0,98034,1710,8152,0
2617300160,2014,8,420000,3,2,2020,38332,1,0,0,4,7,1010,1010,1975,0,98027,2110,36590,0
2558660270,2014,12,370000,3,1.75,1580,7000,1,0,0,3,7,1180,400,1976,0,98034,1640,7500,0
2009000370,2015,2,269950,2,1.75,1340,7250,1,0,0,5,5,700,640,1949,0,98198,1830,9750,0
1836980160,2015,3,807100,4,2.5,2680,4499,2,0,0,3,9,2680,0,1999,0,98006,2920,4500,1
3261020370,2014,6,653000,3,2.5,2680,9750,1,0,0,4,8,1610,1070,1979,0,98034,2480,8750,1
1755700060,2014,6,371500,3,2,1370,8336,1,0,0,5,7,1370,0,1964,0,98133,1770,7288,0
4330600435,2015,3,284000,3,1.75,1560,21000,1,0,0,3,7,1560,0,1954,0,98166,1070,7920,0
9542800700,2015,1,272000,3,1.75,2160,7140,1,0,0,4,7,1670,490,1978,0,98023,1930,7350,0
1999700045,2014,5,313000,3,1.5,1340,7912,1.5,0,0,3,7,1340,0,1955,0,98133,1480,7940,0
1762600070,2015,1,917500,4,2.5,3880,35003,2,0,0,3,10,2570,1310,1984,0,98033,3740,35230,1
1687900520,2014,9,673000,4,2.25,2590,8190,2,0,0,4,8,2590,0,1980,0,98006,2260,8335,1
7234600798,2015,2,425000,3,2.5,1120,1100,2,0,0,3,8,820,300,2008,0,98122,1590,1795,0
3881900445,2014,7,399950,5,2.75,1970,5400,1,0,0,3,7,1320,650,1986,0,98144,1280,2150,0
2254502445,2014,5,385000,3,1,1220,4800,1,0,0,3,6,1220,0,1901,0,98122,1200,4800,0
5437810320,2014,11,269950,3,1.5,1950,7560,1,0,2,4,7,1320,630,1975,0,98022,1950,8941,0
9158100075,2015,1,330000,2,1,1350,8220,1,0,0,3,7,1060,290,1949,0,98177,1540,8280,0
3830630310,2014,7,260000,3,2.5,1670,5797,2,0,0,3,7,1670,0,1988,0,98030,1670,6183,0
8123100045,2015,4,470000,4,3,2380,5125,1.5,0,0,4,7,1680,700,1925,0,98126,1410,5375,0
3127200041,2014,6,589000,4,3,2440,9600,2,0,0,5,7,2440,0,1961,0,98034,2290,9600,1
6661200320,2014,7,163500,2,1.5,1050,3419,2,0,0,3,7,1050,0,1996,0,98038,1050,3417,0
11510310,2014,9,835000,4,2.75,3130,13412,2,0,0,3,9,2140,990,1993,0,98052,2260,9984,1
825059270,2014,11,1095000,5,3,4090,12850,1,0,2,4,10,2090,2000,1986,0,98033,2540,10270,1
8731951370,2015,4,269000,4,1.75,1490,10000,1,0,0,4,8,1100,390,1969,0,98023,2190,8910,0
1954440060,2014,5,560000,3,2.5,1900,8744,2,0,0,3,8,1900,0,1987,0,98074,2030,8744,1
2264500350,2015,4,615000,4,1,1330,2400,1.5,0,0,4,6,1330,0,1901,0,98103,1330,4400,1
1115810060,2014,12,585188,3,2.25,2230,10026,1,0,0,3,8,1430,800,1975,0,98052,2230,9340,1
9477200200,2014,8,305000,3,1.75,1650,9480,1,0,0,3,7,1220,430,1977,0,98034,1540,8400,0
1432600560,2014,11,166950,3,1,1190,8820,1,0,0,3,6,1190,0,1959,0,98058,1230,7980,0
2287000060,2014,9,799000,3,2.5,2140,9897,1,0,0,4,8,2140,0,1959,0,98040,2680,10083,1
3663500060,2014,6,400000,3,2.5,2180,7508,1,0,0,4,7,1420,760,1962,0,98133,1900,7818,0
3996900125,2014,12,230000,3,1,1060,10228,1,0,0,3,7,1060,0,1948,0,98155,1570,10228,0
7796450200,2014,5,256883,3,2.5,1690,5025,2,0,0,3,8,1690,0,2003,0,98023,2550,5001,0
7549802535,2014,11,423000,4,2,1970,6480,1.5,0,0,5,7,1130,840,1920,0,98108,1500,6480,0
3278600320,2014,7,465000,3,2.5,2150,4084,2,0,0,3,8,2150,0,2007,0,98126,1750,2385,0
2824079053,2015,1,440000,3,2.5,1910,66211,2,0,0,3,7,1910,0,1997,0,98024,2330,67268,0
1222069094,2014,10,385000,3,1.75,1350,155073,1,0,0,4,7,1350,0,1969,0,98038,1560,50965,0
3542300060,2015,3,210000,3,1,860,11725,1,0,0,4,6,860,0,1943,0,98056,1300,9514,0
2222059065,2014,11,297000,3,2.5,1940,14952,2,0,0,3,8,1940,0,1994,0,98042,2030,10450,0
7551300060,2014,7,470000,3,1,1010,5000,1,0,0,3,7,1010,0,1952,0,98107,1680,5000,0
100600550,2014,8,226500,3,1.5,1300,7370,1,0,0,4,7,900,400,1976,0,98023,1430,7500,0
3211100860,2015,3,274250,3,1,910,8450,1,0,0,4,6,910,0,1962,0,98059,1400,8040,0
3456000310,2014,8,840000,4,1.75,2480,11010,1,0,0,4,9,1630,850,1966,0,98040,2770,10744,1
9526600140,2014,9,677900,3,2.5,2440,4587,2,0,0,3,8,2440,0,2010,0,98052,2750,4587,1
7465900060,2015,2,425000,3,1,1010,5864,1,0,0,3,7,1010,0,1915,0,98116,1290,5000,0
1222000055,2014,11,180250,2,0.75,900,9600,1,0,0,3,6,900,0,1941,0,98166,1250,14280,0
6300000550,2014,7,464000,6,3,2300,3404,2,0,0,3,7,1600,700,1920,1994,98133,1560,1312,0
2310030510,2015,4,320000,4,2.25,1550,7579,2,0,0,3,8,1550,0,1993,0,98038,1630,6397,0
1025049114,2014,7,625504,3,2.25,1270,1566,2,0,0,3,8,1060,210,2014,0,98105,1160,1327,1
8677300550,2014,5,592500,4,2.5,2240,12032,1,0,0,3,9,2240,0,1983,0,98074,2520,12368,1
4014400292,2015,1,465000,3,2.5,2714,17936,2,0,0,3,9,2714,0,2005,0,98001,2590,18386,0
1102000196,2014,5,477000,4,2.75,1720,6270,2,0,0,3,8,1720,0,1978,0,98118,2130,8700,0
257000138,2015,1,280000,2,1,850,16400,1,0,0,3,6,850,0,1923,0,98168,1100,14459,0
46100204,2015,2,1505000,5,3,3300,33474,1,0,3,3,9,1870,1430,1957,1991,98040,3836,20953,1
1909600046,2014,7,445838,3,2.5,2250,5692,2,0,0,3,8,2250,0,2000,0,98146,1320,5390,0
1250202145,2014,8,1072000,2,2.25,3900,14864,1,0,3,3,8,1950,1950,1947,0,98144,2580,5184,1
7611200125,2014,10,467000,2,1.5,1320,10800,1,0,0,4,8,1320,0,1947,0,98177,2120,12040,0
5611500140,2014,8,686000,4,2.5,2760,6440,2,0,0,3,10,2760,0,1999,0,98075,3070,8127,1
7138000260,2014,6,279950,3,2,1750,9750,1,0,0,3,7,1350,400,1961,0,98198,1900,10125,0
626059335,2014,9,527000,4,2.25,2330,19436,2,0,0,3,8,2330,0,1987,0,98011,1910,10055,1
1922059282,2014,9,325000,3,2.25,2220,16020,1,0,0,4,8,1780,440,1966,0,98030,2080,9583,0
705700390,2014,9,328000,3,2.25,2020,8379,2,0,0,3,7,2020,0,1994,0,98038,2020,8031,0
7454001200,2014,6,390000,3,2.25,1250,7500,1,0,0,5,7,1250,0,1942,0,98146,1280,7392,0
8682281200,2015,3,479950,2,2,1510,6516,1,0,0,3,8,1510,0,2005,0,98053,1640,6009,0
7972000200,2014,5,264950,4,2.25,1720,9753,1,0,0,4,7,1120,600,1978,0,98023,1510,9753,0
722059070,2015,1,235000,3,1,1430,15246,1,0,0,4,7,980,450,1961,0,98031,1960,13068,0
7202340400,2015,3,516500,3,2.5,1480,4729,2,0,0,3,7,1480,0,2004,0,98053,2250,4729,1
8096000060,2015,4,655000,2,1.75,1450,15798,2,1,4,3,7,1230,220,1915,1978,98166,2030,13193,1
2424000060,2014,6,500000,4,2.75,2280,15347,1,0,0,5,7,2280,0,1960,0,98059,2280,15347,1
9264902050,2014,11,315000,6,2.75,2940,7350,1,0,0,3,8,1780,1160,1978,0,98023,2120,8236,0
943100260,2014,11,213000,2,1,1000,10200,1,0,0,3,6,1000,0,1961,0,98024,1150,13702,0
3677400445,2014,9,475000,3,1.5,2480,5280,1.5,0,0,5,7,1620,860,1947,0,98108,2090,4800,0
1762600320,2014,6,1025000,5,4,3760,28040,2,0,0,3,10,3760,0,1983,0,98033,3430,35096,1
4058000060,2015,4,416000,3,2,2220,94300,1,0,0,5,7,1640,580,1976,0,98010,2070,80100,0
7228500560,2015,3,410000,4,1,1970,4740,1.5,0,0,3,7,1670,300,1904,2005,98122,1510,4740,0
326069104,2014,7,800000,3,3.5,3830,221284,2,0,0,3,10,3530,300,1993,0,98077,2920,148539,1
5152100060,2014,5,472000,6,2.5,4410,14034,1,0,2,4,9,2350,2060,1965,0,98003,2600,13988,0
3584000310,2014,12,225000,3,1.75,1430,8505,1,0,0,4,7,1430,0,1968,0,98003,1190,8640,0
8150100045,2014,10,210000,2,1,830,6000,1,0,0,3,6,830,0,1940,0,98126,830,4960,0
1868901275,2015,1,455000,2,1,1430,5000,1.5,0,0,2,7,1430,0,1925,0,98115,1450,3750,0
6131600075,2015,4,225000,3,1,1300,8316,1,0,0,4,6,1300,0,1954,0,98002,1260,8316,0
9468200125,2014,8,480000,2,1,1030,3060,1,0,2,4,7,790,240,1918,0,98103,1390,3060,0
8029510030,2015,2,363000,3,2.5,2740,11872,2,0,0,3,9,2740,0,1990,0,98023,2570,10377,0
2025069065,2014,9,2400000,4,2.5,3650,8354,1,1,4,3,9,1830,1820,2000,0,98074,3120,18841,1
7899800890,2015,2,181000,2,1.5,720,5120,1,0,0,3,6,720,0,1954,0,98106,1150,2566,0
